id,tamanho_m2,n_quartos,idade_casa,garagem,localizacao_Periferia,localizacao_Subúrbio,valor_aluguel
73,50.828317568540356,3,13.42374284450784,0,True,False,1434.969675247374
74,172.31921426822512,1,24.263993713815786,0,True,False,2475.584423029134
75,156.02860157714258,5,18.634343354702466,0,False,True,2629.1576659202287
76,159.3510752061481,4,19.73457334047361,1,True,False,2852.3575746829233
77,165.69055200289188,2,42.21065703631557,1,False,False,2312.9400336361987
78,61.106697760113555,3,46.500841740541595,0,False,True,1472.371310859222
79,103.76985928164089,1,3.520806542477195,0,False,False,1667.6157520133256
80,67.38035892876945,1,10.445935880768008,0,False,False,1192.7287271007344
81,179.46551388133904,4,33.55717584120253,0,False,True,2681.9485260399597
82,143.4947190241337,3,17.932339064808193,1,False,False,2319.8814534926214
83,99.63470372789737,5,12.708182453486938,1,True,False,2316.7944646605074
84,59.53375254290354,3,14.764529420946937,0,False,False,1413.0878166170185
85,96.64734825734934,4,16.127538211930027,0,False,True,2044.8077975499075
86,98.77749830401206,4,42.43348974623372,1,False,True,2002.1487517037167
87,159.4409267507096,3,6.831066572101441,1,False,True,2624.597208192045
88,145.63362070328196,4,35.44554984550593,0,False,False,2246.80207651356
89,183.08191138644898,3,27.640998845395387,0,False,True,2686.887127374882
90,120.83223877429239,2,14.825507182389924,0,False,True,2096.0856674296474
91,67.93913689074526,3,20.989042822313824,1,False,False,1444.724771856165
92,156.98671808344926,3,12.810347179722903,1,True,False,2725.8466937881894
93,164.11775729253463,4,30.575685543284024,1,False,False,2538.5613301948356
94,134.19157963542443,4,4.079709020012018,0,False,True,2423.8662809424213
95,165.64507699318415,1,0.2592431386993388,0,False,True,2432.6512806643823
96,124.06933945465862,1,31.394720747431805,1,False,False,1864.8622874268021
97,128.40992440729912,2,9.713697675602113,1,True,False,2332.1497342258504
98,114.13115275378244,1,3.5470458499963833,0,False,True,1916.457324036778
99,53.81286901161428,3,19.839191360694418,1,False,True,1594.9475148982656
100,66.18371404899567,4,2.538426551969847,1,False,True,1924.866949433045
